cell_id,state,latitude,longitude,B2,B3,B4,B8,B11,B12,ndvi,clay_index,ferrous_index,mn_proxy,elevation,slope,distance_to_fault,prospectivity_score,confidence,priority
CELL-00854,Rajasthan,24.274915,72.336818,0.1145,0.1716,0.1299,0.3505,0.3238,0.1288,0.4591,2.5133,0.9238,0.4307,149.8,0.1,17.5,0.7931,0.5319,High
CELL-00855,Rajasthan,26.744635,72.420802,0.0899,0.119,0.1178,0.1347,0.182,0.0654,0.0667,2.7839,1.3516,0.4714,535.2,6.6,28.1,0.9794,0.7441,High
CELL-00856,Rajasthan,25.30271,73.162,0.1294,0.0629,0.1522,0.3651,0.2141,0.1392,0.4117,1.5385,0.5865,0.2121,617.6,3.3,2.3,0.9768,0.7334,High
CELL-00857,Rajasthan,25.51253,74.54741,0.0506,0.1703,0.1919,0.4356,0.348,0.1591,0.3884,2.1868,0.7989,0.3724,180.0,19.9,27.9,0.679,0.6543,Medium
CELL-00858,Rajasthan,24.557705,72.014399,0.0862,0.1133,0.1685,0.2766,0.3733,0.2384,0.2429,1.5656,1.3495,0.2204,1024.4,5.2,42.8,0.6212,0.5868,Medium
CELL-00859,Rajasthan,24.569291,74.779502,0.0242,0.0994,0.0764,0.3328,0.3487,0.1581,0.6265,2.2053,1.0478,0.376,569.6,34.4,39.2,0.6689,0.655,Medium
CELL-00860,Rajasthan,24.702229,73.23559,0.1131,0.0464,0.0687,0.1163,0.2184,0.2982,0.2575,0.7321,1.8771,-0.1546,127.1,23.6,46.6,0.9613,0.5688,High
CELL-00861,Rajasthan,26.925306,74.886834,0.0505,0.045,0.0467,0.3457,0.3122,0.2523,0.762,1.2377,0.9032,0.1062,469.7,5.9,29.0,0.6041,0.4891,Medium
CELL-00862,Rajasthan,25.32408,73.015919,0.0582,0.0617,0.0678,0.1332,0.191,0.061,0.3251,3.1325,1.434,0.516,305.1,26.1,16.3,1.0,0.8177,High
CELL-00863,Rajasthan,25.743556,74.876093,0.0228,0.1408,0.1926,0.4018,0.1337,0.148,0.352,0.9033,0.3328,-0.0508,289.7,21.0,35.6,0.5089,0.3966,Medium
CELL-00864,Rajasthan,26.072762,73.264019,0.131,0.1457,0.0316,0.3174,0.1553,0.2173,0.8187,0.7148,0.4893,-0.1663,1152.6,30.8,20.2,0.5831,0.6297,Medium
CELL-00865,Rajasthan,25.597545,72.342745,0.0914,0.0302,0.0783,0.177,0.3908,0.2682,0.3866,1.4572,2.2081,0.1861,484.6,3.2,25.8,1.0,0.4788,High
CELL-00866,Rajasthan,26.506087,73.847378,0.1024,0.1112,0.1869,0.4262,0.2441,0.1417,0.3903,1.7221,0.5727,0.2653,605.5,6.5,31.8,0.6702,0.6404,Medium
CELL-00867,Rajasthan,24.592943,73.438896,0.1354,0.115,0.1427,0.2187,0.2629,0.1842,0.2103,1.4269,1.2021,0.1759,825.0,1.8,24.7,0.8422,0.5434,High
CELL-00868,Rajasthan,26.882752,72.548084,0.0605,0.1065,0.1753,0.2458,0.318,0.3069,0.1674,1.0362,1.2937,0.0178,441.0,13.7,17.8,0.7849,0.431,High
CELL-00869,Rajasthan,25.69633,73.308868,0.0902,0.0596,0.0975,0.2756,0.3684,0.1283,0.4772,2.8724,1.3367,0.4835,1054.6,22.5,1.0,1.0,0.6721,High
CELL-00870,Rajasthan,25.144323,73.068501,0.0684,0.0777,0.1318,0.1575,0.3507,0.2937,0.0888,1.194,2.2269,0.0884,624.1,29.8,12.4,1.0,0.7009,High
CELL-00871,Rajasthan,25.373728,73.701494,0.1369,0.1755,0.1342,0.3674,0.1068,0.0982,0.4649,1.0876,0.2907,0.042,906.5,15.1,22.3,0.8766,0.606,High
CELL-00872,Rajasthan,24.555495,73.880749,0.0426,0.0396,0.0795,0.1809,0.3645,0.0665,0.3896,5.482,2.0148,0.6915,294.3,19.2,24.1,1.0,0.4255,High
CELL-00873,Rajasthan,24.79965,73.034621,0.1044,0.1624,0.0531,0.3941,0.1189,0.1145,0.7624,1.0384,0.3017,0.0189,140.9,4.9,45.9,0.4833,0.6661,Medium
CELL-00874,Rajasthan,26.879181,74.636977,0.1181,0.17,0.0596,0.3927,0.3008,0.3109,0.7364,0.9674,0.7659,-0.0166,976.6,12.1,38.7,0.3432,0.4133,Low
CELL-00875,Rajasthan,24.323717,74.80523,0.0578,0.1081,0.0904,0.436,0.1872,0.2836,0.6564,0.6602,0.4294,-0.2047,1041.0,15.2,18.9,0.443,0.5564,Low
CELL-00876,Rajasthan,26.264795,72.681379,0.1355,0.0881,0.1237,0.391,0.1403,0.2854,0.5193,0.4916,0.3588,-0.3408,755.8,31.3,8.6,0.6895,0.6034,Medium
CELL-00877,Rajasthan,24.057695,72.336604,0.1488,0.0721,0.1956,0.1639,0.1956,0.2759,-0.0882,0.7089,1.1932,-0.1704,823.6,20.3,26.5,0.5897,0.5817,Medium
CELL-00878,Rajasthan,25.327413,72.466357,0.0975,0.0676,0.0801,0.2649,0.0886,0.0776,0.5357,1.1416,0.3343,0.0661,854.5,15.0,43.2,0.4844,0.6654,Medium
CELL-00879,Rajasthan,26.3428,74.974523,0.0891,0.1324,0.0627,0.2532,0.354,0.1002,0.6029,3.5315,1.3981,0.5586,392.1,15.6,35.6,0.9747,0.5263,High
CELL-00880,Rajasthan,24.283371,73.112413,0.1122,0.0639,0.1382,0.1575,0.0979,0.0863,0.0654,1.1345,0.6218,0.063,1123.0,19.3,39.8,0.6972,0.437,Medium
CELL-00881,Rajasthan,25.484856,74.837214,0.1172,0.1396,0.0283,0.2924,0.2294,0.3284,0.8233,0.6988,0.7847,-0.1773,383.1,9.4,20.6,0.5281,0.5628,Medium
CELL-00882,Rajasthan,26.572245,73.67483,0.132,0.1547,0.0708,0.2917,0.1066,0.3246,0.6095,0.3285,0.3655,-0.5054,544.7,13.8,15.1,0.4726,0.6111,Medium
CELL-00883,Rajasthan,25.124557,74.399841,0.1285,0.0756,0.1044,0.4058,0.0969,0.3167,0.5907,0.3058,0.2387,-0.5316,341.1,23.7,29.1,0.6439,0.6702,Medium
CELL-00884,Rajasthan,24.304716,73.041084,0.09,0.1517,0.059,0.381,0.2079,0.1067,0.732,1.9488,0.5456,0.3218,934.9,3.2,25.7,0.676,0.5525,Medium
CELL-00885,Rajasthan,25.80323,73.668347,0.0726,0.0944,0.0608,0.2596,0.385,0.3051,0.6203,1.2619,1.4834,0.1158,259.8,1.0,46.7,1.0,0.926,High
CELL-00886,Rajasthan,26.342154,72.944067,0.0826,0.1753,0.141,0.1538,0.1226,0.1113,0.0435,1.102,0.7973,0.0485,943.4,10.3,1.1,0.8154,0.5008,High
CELL-00887,Rajasthan,26.761169,74.637555,0.0794,0.0916,0.1199,0.1852,0.0967,0.3318,0.214,0.2915,0.5221,-0.5486,305.4,6.9,23.6,0.4974,0.5446,Medium
CELL-00888,Rajasthan,24.443864,73.134464,0.1089,0.0643,0.0961,0.2951,0.3643,0.1478,0.5085,2.4648,1.2348,0.4228,246.9,17.1,37.3,0.9002,0.5382,High
CELL-00889,Rajasthan,24.053355,72.100678,0.0828,0.0747,0.1721,0.3108,0.2253,0.1724,0.2871,1.3068,0.7249,0.133,647.0,1.4,44.6,0.567,0.6252,Medium
CELL-00890,Rajasthan,26.543772,74.255479,0.0785,0.1219,0.1439,0.2795,0.2322,0.2435,0.3202,0.9535,0.8309,-0.0238,713.2,22.5,30.6,0.6911,0.7416,Medium
CELL-00891,Rajasthan,25.559227,74.04539,0.0784,0.0663,0.0203,0.296,0.269,0.3416,0.8719,0.7875,0.9089,-0.1189,497.6,13.8,10.1,0.8601,0.575,High
CELL-00892,Rajasthan,26.063319,73.41371,0.1339,0.0966,0.0713,0.4136,0.3557,0.0992,0.706,3.5853,0.86,0.5638,128.6,3.1,14.3,1.0,0.7587,High
CELL-00893,Rajasthan,25.119785,74.666148,0.0789,0.0773,0.1894,0.3973,0.35,0.2037,0.3543,1.7182,0.8808,0.2642,968.4,6.3,28.7,0.7791,0.7614,High
CELL-00894,Rajasthan,24.119417,74.289058,0.0419,0.1247,0.0354,0.4314,0.1734,0.1179,0.8483,1.4698,0.4018,0.1902,242.1,33.1,35.6,0.4267,0.732,Low
CELL-00895,Rajasthan,25.424183,72.330064,0.0928,0.067,0.1959,0.3788,0.2122,0.0954,0.3183,2.2238,0.5601,0.3796,963.9,4.3,9.5,0.8886,0.4812,High
CELL-00896,Rajasthan,26.36117,72.942945,0.031,0.0997,0.1547,0.1776,0.1504,0.3342,0.069,0.45,0.8468,-0.3793,1149.6,34.7,40.4,0.6399,0.5867,Medium
CELL-00897,Jharkhand,22.320676,84.954398,0.1443,0.1484,0.1503,0.1651,0.371,0.2984,0.0468,1.2436,2.2476,0.1086,280.0,30.5,13.6,1.0,0.6287,High
CELL-00898,Jharkhand,23.261414,84.284796,0.0615,0.1789,0.1421,0.3555,0.1481,0.0736,0.4288,2.0117,0.4167,0.3359,404.6,8.7,11.7,0.7736,0.4735,High
CELL-00899,Jharkhand,22.28431,86.461035,0.0439,0.0997,0.0225,0.2686,0.0979,0.3433,0.8457,0.2851,0.3644,-0.5563,969.7,17.2,4.3,0.7144,0.6885,High
CELL-00900,Jharkhand,21.872152,85.704625,0.1258,0.1452,0.1645,0.4078,0.3801,0.1717,0.425,2.2141,0.9321,0.3777,725.6,27.7,34.9,0.762,0.5689,High
CELL-00901,Jharkhand,22.086948,84.667589,0.1122,0.0427,0.1535,0.3427,0.1603,0.1259,0.3813,1.2734,0.4676,0.1203,791.7,26.7,43.8,0.6551,0.6523,Medium
CELL-00902,Jharkhand,23.72554,86.684003,0.0215,0.1749,0.1052,0.3794,0.1207,0.1688,0.5657,0.7152,0.3182,-0.1661,398.6,10.2,6.2,0.4423,0.5212,Low
CELL-00903,Jharkhand,23.067117,84.762757,0.0537,0.1033,0.1375,0.1425,0.1362,0.1242,0.0178,1.0967,0.9558,0.0461,1171.1,13.9,29.9,0.8446,0.5201,High
CELL-00904,Jharkhand,21.522358,84.104226,0.0809,0.0898,0.0446,0.3407,0.3977,0.1687,0.7683,2.3577,1.1675,0.4044,787.0,33.7,41.6,0.7541,0.4902,High
CELL-00905,Jharkhand,21.684405,85.536312,0.0563,0.0542,0.0967,0.1459,0.3037,0.1869,0.2025,1.625,2.082,0.2381,684.3,5.1,7.0,1.0,0.6368,High
CELL-00906,Jharkhand,21.588752,84.857194,0.133,0.0408,0.1777,0.2835,0.2106,0.1429,0.2295,1.474,0.743,0.1916,426.8,10.7,44.2,0.7229,0.7153,High
CELL-00907,Jharkhand,23.696247,84.771344,0.1003,0.099,0.1608,0.2082,0.2858,0.3147,0.1284,0.9083,1.3725,-0.048,542.4,2.3,25.8,0.9386,0.5096,High
CELL-00908,Jharkhand,24.153099,85.456825,0.0806,0.1282,0.0386,0.1887,0.3741,0.251,0.6602,1.4904,1.9821,0.1969,114.8,7.2,34.1,0.9237,0.6444,High
CELL-00909,Jharkhand,22.17653,86.793086,0.0919,0.1345,0.1274,0.143,0.3882,0.0869,0.0575,4.4691,2.7154,0.6343,380.4,28.5,30.9,1.0,0.7094,High
CELL-00910,Jharkhand,22.43098,86.765536,0.0247,0.1584,0.0615,0.3971,0.1245,0.2241,0.7316,0.5558,0.3137,-0.2855,1076.9,16.6,37.3,0.4862,0.6828,Medium
CELL-00911,Jharkhand,24.075989,85.340503,0.0425,0.0372,0.0644,0.1501,0.2585,0.1055,0.3998,2.451,1.7223,0.4205,142.8,1.3,41.6,0.8545,0.72,High
CELL-00912,Jharkhand,23.982684,84.21059,0.1474,0.1224,0.053,0.3377,0.3243,0.1788,0.7286,1.8136,0.9603,0.2892,1047.8,5.3,13.9,0.6663,0.5297,Medium
CELL-00913,Jharkhand,22.016186,86.7529,0.0302,0.0941,0.1158,0.4145,0.3993,0.276,0.5632,1.4465,0.9631,0.1825,1167.9,27.5,48.2,0.5403,0.6009,Medium
CELL-00914,Jharkhand,22.505761,85.939792,0.0656,0.071,0.1239,0.4267,0.0912,0.2808,0.5499,0.3248,0.2137,-0.5097,895.0,33.7,46.5,0.609,0.8804,Medium
CELL-00915,Jharkhand,21.912803,85.635707,0.1195,0.1644,0.1621,0.1683,0.2719,0.1497,0.0187,1.8169,1.6151,0.29,110.1,7.0,5.7,1.0,0.734,High
CELL-00916,Jharkhand,22.154094,86.87981,0.0693,0.0314,0.0711,0.1418,0.1129,0.0732,0.332,1.5414,0.7964,0.213,752.6,6.6,18.1,0.6831,0.679,Medium
CELL-00917,Jharkhand,24.047074,85.493814,0.0718,0.1426,0.0332,0.1313,0.2886,0.1961,0.5967,1.472,2.198,0.1909,969.5,32.1,19.4,0.9616,0.8695,High
CELL-00918,Jharkhand,24.244832,86.493253,0.1385,0.0682,0.1591,0.1929,0.1468,0.3333,0.0962,0.4405,0.7609,-0.3884,121.2,33.8,7.5,0.5353,0.6185,Medium
CELL-00919,Jharkhand,22.352107,84.650273,0.0961,0.0822,0.1383,0.1055,0.1006,0.0799,-0.1348,1.2591,0.9538,0.1147,560.9,28.5,44.4,0.8256,0.5033,High
CELL-00920,Jharkhand,23.605095,84.866488,0.0732,0.1086,0.0443,0.1091,0.1289,0.2381,0.4226,0.5415,1.1815,-0.2975,181.0,6.6,16.9,0.7112,0.8026,High
CELL-00921,Jharkhand,23.317946,85.766075,0.0491,0.1571,0.1085,0.3879,0.2099,0.3454,0.5627,0.6078,0.5412,-0.244,947.5,33.8,25.7,0.8301,0.6959,High
CELL-00922,Jharkhand,23.940874,86.892437,0.0622,0.1498,0.0579,0.291,0.1376,0.1542,0.668,0.8919,0.4728,-0.0571,1124.5,5.1,31.6,0.3127,0.5537,Low
CELL-00923,Jharkhand,22.277937,85.688945,0.0443,0.1501,0.195,0.1752,0.1398,0.1865,-0.0536,0.7497,0.7982,-0.143,922.5,9.9,1.0,1.0,0.722,High
CELL-00924,Jharkhand,22.473831,85.260404,0.146,0.1342,0.1495,0.2969,0.3919,0.2567,0.3304,1.5268,1.3197,0.2085,1084.5,24.5,36.8,0.9205,0.6307,High
CELL-00925,Jharkhand,23.648954,84.890119,0.0932,0.0674,0.1671,0.1387,0.3454,0.2308,-0.0928,1.4965,2.4909,0.1989,305.6,19.0,14.1,1.0,0.5086,High
CELL-00926,Jharkhand,21.489958,86.957885,0.0241,0.1294,0.0868,0.3261,0.194,0.2521,0.5795,0.7695,0.5949,-0.1303,902.2,24.2,5.7,0.3347,0.5971,Low
CELL-00927,Jharkhand,21.386404,85.244492,0.0764,0.1001,0.1469,0.2081,0.1809,0.0682,0.1725,2.6537,0.8693,0.4526,855.5,19.9,17.5,0.9181,0.7685,High
CELL-00928,Jharkhand,22.707735,85.533974,0.1027,0.129,0.072,0.1493,0.1301,0.2418,0.3491,0.5381,0.8718,-0.3003,1060.2,14.3,8.5,1.0,0.8363,High
CELL-00929,Jharkhand,23.941747,85.820494,0.1319,0.0323,0.0393,0.1324,0.308,0.0709,0.5422,4.3462,2.3265,0.6259,646.0,16.5,15.5,1.0,0.6358,High
CELL-00930,Jharkhand,22.357388,86.322515,0.024,0.1309,0.167,0.4263,0.3604,0.1458,0.4372,2.4717,0.8455,0.4239,745.0,2.7,12.9,0.9658,0.5983,High
CELL-00931,Jharkhand,23.925562,85.041501,0.093,0.095,0.1026,0.4394,0.1748,0.2382,0.6214,0.7337,0.3978,-0.1536,562.1,2.1,24.5,0.6151,0.7101,Medium
CELL-00932,Jharkhand,22.995053,85.404679,0.1355,0.145,0.1661,0.3846,0.2857,0.1874,0.3967,1.5243,0.7427,0.2077,1051.1,32.4,1.2,1.0,0.7291,High
CELL-00933,Jharkhand,22.466385,84.3573,0.0305,0.0535,0.065,0.271,0.3045,0.3459,0.6132,0.8802,1.1236,-0.0637,585.7,18.1,26.1,0.7812,0.9068,High
CELL-00934,Jharkhand,21.326324,84.005174,0.0327,0.0452,0.1469,0.1717,0.3663,0.3286,0.078,1.1148,2.1332,0.0543,1173.5,32.9,13.6,0.6917,0.504,Medium
CELL-00935,Jharkhand,23.718629,86.665295,0.1307,0.095,0.1566,0.1342,0.0929,0.276,-0.0771,0.3366,0.6923,-0.4964,567.9,34.8,4.9,0.6676,0.6937,Medium
CELL-00936,Jharkhand,23.781451,86.451382,0.1391,0.0747,0.191,0.1531,0.1062,0.1795,-0.1101,0.5919,0.6939,-0.2564,1011.2,16.6,41.5,0.5444,0.6629,Medium
CELL-00937,Jharkhand,24.146645,84.182344,0.1368,0.0757,0.11,0.2478,0.135,0.1574,0.3851,0.8574,0.5447,-0.0768,312.2,7.1,9.4,0.6041,0.5121,Medium
CELL-00938,Jharkhand,23.00691,86.67962,0.1028,0.1334,0.1402,0.2573,0.3006,0.0709,0.2947,4.2389,1.1682,0.6182,1045.8,27.2,12.3,1.0,0.6979,High
CELL-00939,Jharkhand,23.740908,84.013445,0.0852,0.1357,0.048,0.3274,0.1069,0.1044,0.7444,1.0241,0.3265,0.0119,623.4,22.9,7.3,0.3715,0.4803,Low
CELL-00940,Jharkhand,22.016102,84.679662,0.0714,0.1281,0.0988,0.3716,0.3102,0.088,0.5798,3.5263,0.8347,0.5581,153.7,30.7,4.0,1.0,0.8132,High
CELL-00941,Jharkhand,24.260711,86.660797,0.0734,0.0857,0.0734,0.1533,0.1242,0.0897,0.3524,1.3847,0.8099,0.1613,225.5,8.4,15.3,0.6042,0.5707,Medium
CELL-00942,Jharkhand,24.262787,85.117401,0.0795,0.0787,0.0529,0.1501,0.3824,0.346,0.4787,1.1051,2.5477,0.0499,149.4,5.3,21.2,0.9174,0.4601,High
CELL-00943,Jharkhand,21.687289,85.369535,0.0553,0.0828,0.037,0.2498,0.3946,0.1486,0.7422,2.6548,1.5796,0.4528,1064.1,29.5,47.6,0.9724,0.7444,High
CELL-00944,Jharkhand,23.869753,84.226934,0.0802,0.1784,0.1585,0.4367,0.3295,0.3125,0.4674,1.0545,0.7544,0.0265,877.2,26.6,26.2,0.5448,0.6419,Medium
CELL-00945,Jharkhand,22.21374,84.106889,0.1416,0.1179,0.0737,0.1522,0.3454,0.301,0.3477,1.1478,2.2697,0.0688,996.0,22.6,18.3,0.9177,0.8048,High
CELL-00946,Jharkhand,22.880068,86.780139,0.0241,0.146,0.0294,0.1134,0.2175,0.0689,0.5884,3.1563,1.9191,0.5188,968.1,18.5,1.5,1.0,0.5619,High
CELL-00947,Jharkhand,23.718335,85.313399,0.0921,0.15,0.1299,0.1787,0.2762,0.2385,0.1581,1.1581,1.5458,0.0732,907.5,21.7,48.5,1.0,0.7039,High
CELL-00948,Jharkhand,21.598385,85.141728,0.12,0.136,0.0272,0.2913,0.1082,0.3488,0.8291,0.3104,0.3716,-0.5263,1087.0,0.7,42.9,0.4485,0.6768,Low
CELL-00949,Jharkhand,23.458505,85.326311,0.1052,0.081,0.0781,0.2486,0.1266,0.2993,0.522,0.4229,0.5093,-0.4056,483.6,14.0,44.7,0.9006,0.6742,High
CELL-00950,Jharkhand,24.169494,86.660179,0.042,0.101,0.1948,0.2303,0.1989,0.1085,0.0835,1.8331,0.8636,0.294,225.8,25.9,38.5,0.6848,0.5027,Medium
CELL-00951,Jharkhand,23.0553,84.644614,0.1356,0.179,0.0356,0.4018,0.205,0.2072,0.8372,0.9891,0.5101,-0.0055,1106.3,34.1,13.1,0.5928,0.6696,Medium
CELL-00952,Jharkhand,22.535695,84.220152,0.0727,0.036,0.1703,0.1734,0.1851,0.311,0.0089,0.595,1.0672,-0.2539,920.9,7.7,3.6,0.7496,0.756,High
CELL-00953,Jharkhand,23.59824,85.335884,0.065,0.0977,0.1547,0.4158,0.0959,0.2072,0.4575,0.4629,0.2307,-0.3672,136.1,16.4,44.3,0.6162,0.6588,Medium
CELL-00954,Jharkhand,23.191825,86.802466,0.1184,0.0455,0.0616,0.238,0.1344,0.1985,0.5887,0.6773,0.5649,-0.1924,618.5,33.5,21.7,0.4969,0.6307,Medium
CELL-00955,Jharkhand,22.78809,85.043219,0.072,0.0841,0.1687,0.2582,0.2476,0.3447,0.2096,0.7182,0.9587,-0.164,166.0,17.1,38.7,0.8792,0.6252,High
CELL-00956,Jharkhand,22.018394,86.602212,0.0625,0.0794,0.1277,0.1642,0.1712,0.175,0.1253,0.9781,1.0421,-0.0111,489.0,18.4,30.0,0.8385,0.6802,High
CELL-00957,Jharkhand,22.223249,84.379279,0.1189,0.1576,0.0663,0.2425,0.2395,0.21,0.5708,1.1407,0.9879,0.0657,825.4,1.5,36.1,0.6563,0.5391,Medium
CELL-00958,Jharkhand,23.783013,85.353646,0.0394,0.1778,0.1801,0.37,0.2117,0.1052,0.3452,2.0131,0.5722,0.3362,1135.6,18.6,42.6,0.6592,0.5283,Medium
CELL-00959,Jharkhand,24.256621,85.565499,0.0383,0.063,0.1067,0.1149,0.228,0.1757,0.0366,1.2979,1.985,0.1296,957.3,12.4,49.1,0.8892,0.4582,High
CELL-00960,Jharkhand,21.569098,86.201592,0.1493,0.1529,0.12,0.2697,0.3472,0.3308,0.384,1.0496,1.2876,0.0242,1188.1,13.9,49.5,0.5978,0.5211,Medium
CELL-00961,Jharkhand,21.567048,84.815216,0.1198,0.1579,0.1602,0.3209,0.2445,0.2626,0.334,0.9309,0.7619,-0.0358,529.9,29.4,33.9,0.5818,0.7763,Medium
CELL-00962,Jharkhand,23.955687,84.756044,0.0695,0.1466,0.1087,0.4112,0.1908,0.1608,0.5819,1.1869,0.4641,0.0855,1077.6,16.3,25.8,0.445,0.5023,Low
CELL-00963,Jharkhand,23.267846,84.359522,0.1343,0.1469,0.0543,0.3429,0.2728,0.1054,0.7264,2.5896,0.7957,0.4428,400.5,14.3,35.0,0.8326,0.8334,High
CELL-00964,Jharkhand,23.605232,86.273813,0.1003,0.148,0.0802,0.4084,0.2768,0.2967,0.6719,0.9328,0.6776,-0.0348,700.9,7.6,27.1,0.7279,0.5377,High
CELL-00965,Jharkhand,22.727381,86.508338,0.1081,0.1327,0.0591,0.4445,0.3493,0.2867,0.7653,1.2185,0.7859,0.0985,463.2,18.7,6.9,0.6363,0.6609,Medium
CELL-00966,Jharkhand,22.959114,85.946166,0.0707,0.1048,0.1776,0.138,0.3334,0.1012,-0.1255,3.2932,2.4157,0.5341,140.4,6.5,38.3,1.0,0.7036,High
CELL-00967,Jharkhand,22.874123,84.066751,0.1132,0.0465,0.1621,0.1588,0.1905,0.2784,-0.0101,0.6845,1.1996,-0.1873,1149.7,13.0,41.5,0.728,0.5322,High
CELL-00968,Jharkhand,23.272482,84.578231,0.0593,0.0498,0.0889,0.1713,0.2861,0.3484,0.3164,0.8212,1.6703,-0.0982,113.2,18.9,28.7,0.8624,0.7314,High
CELL-00969,Jharkhand,22.931104,85.414958,0.055,0.0384,0.0936,0.1184,0.2562,0.1422,0.1172,1.8015,2.1634,0.2861,687.0,4.7,46.6,1.0,0.6187,High
CELL-00970,Jharkhand,21.587059,85.063703,0.0526,0.1673,0.1735,0.3029,0.2465,0.3292,0.2718,0.7488,0.8137,-0.1437,1125.7,33.9,6.3,0.7171,0.5149,High
CELL-00971,Jharkhand,22.924303,84.055398,0.0281,0.1632,0.1764,0.225,0.3651,0.2281,0.1212,1.6008,1.6225,0.231,986.5,15.0,5.7,0.8324,0.354,High
CELL-00972,Jharkhand,22.952833,84.316748,0.1489,0.0666,0.0557,0.2844,0.2519,0.1819,0.6722,1.3845,0.8858,0.1613,949.1,18.1,30.5,0.7516,0.639,High
CELL-00973,Jharkhand,21.352166,85.215546,0.1404,0.083,0.1026,0.4435,0.1438,0.0696,0.6244,2.0666,0.3242,0.3478,1045.4,30.4,23.6,0.6976,0.584,Medium
CELL-00974,Jharkhand,23.515678,84.795447,0.0222,0.102,0.1746,0.4135,0.386,0.3139,0.4063,1.2298,0.9334,0.1031,738.0,15.6,38.7,0.746,0.8172,High
CELL-00975,Jharkhand,21.561982,86.778244,0.0792,0.0845,0.1333,0.3358,0.1474,0.3011,0.4317,0.4896,0.439,-0.3426,418.9,6.5,20.3,0.3175,0.5815,Low
CELL-00976,Jharkhand,23.784165,86.015964,0.1462,0.0682,0.1074,0.2754,0.1565,0.227,0.4388,0.6895,0.5683,-0.1838,587.6,15.6,18.1,0.6412,0.5968,Medium
